ID,Time,Temp,Dew,RH,Wind Direction,Wind Speed,Weather,Clouds,Visibility
VIDP,20260101 1130Z,59,54,82,240,4,BR,SCT100,0.81
VIDP,20260101 1100Z,59,52,77,220,3,BR,SCT100,0.93
VIDP,20260101 1030Z,59,52,77,230,4,BR,SCT100,0.93
VIDP,20260101 1000Z,59,52,77,220,3,BR,SCT100,0.93
VIDP,20260101 0930Z,61,52,72,190,3,HZ,SCT100,0.93
VIDP,20260101 0900Z,61,52,72,150,3,HZ HZ,FEW035 SCT100,0.87
VIDP,20260101 0830Z,59,52,77,170,4,BR HZ,FEW035 BKN100,0.81
VIDP,20260101 0800Z,59,52,77,150,4,BR,BKN100,0.68
VIDP,20260101 0730Z,59,52,77,160,3,BR,BKN100,0.68
VIDP,20260101 0700Z,57,50,77,130,3,BR,BKN100,0.68
VIDP,20260101 0630Z,57,50,77,130,3,BR,FEW035 SCT100,0.68
VIDP,20260101 0600Z,55,50,82,120,4,BR,FEW035 SCT100,0.62
VIDP,20260101 0530Z,54,50,88,120,7,MIFG,FEW035 SCT100,0.5
VIDP,20260101 0500Z,54,50,88,130,7,MIFG,FEW035 SCT100,0.5
VIDP,20260101 0430Z,52,50,94,130,6,MIFG MIFG,FEW035 SCT100,0.43
VIDP,20260101 0400Z,52,50,94,140,6,MIFG MIFG,FEW035 SCT100,0.43
VIDP,20260101 0330Z,52,50,94,110,5,MIFG,FEW035 SCT100,0.37
VIDP,20260101 0300Z,52,50,94,130,6,MIFG,FEW035 SCT100,0.37
VIDP,20260101 0230Z,52,50,94,130,6,MIFG MIFG,FEW035 SCT100,0.31
VIDP,20260101 0200Z,52,50,94,120,8,MIFG MIFG,SCT035 SCT100,0.31
VIDP,20260101 0130Z,52,50,94,120,8,MIFG MIFG,SCT035 SCT100,0.31
VIDP,20260101 0100Z,52,50,94,120,8,MIFG,SCT035 SCT100,0.31
VIDP,20260101 0030Z,52,50,94,120,8,-DZ,SCT035 SCT100,0.31
VIDP,20260101 0000Z,52,50,94,90,9,-TSRA TSRA,SCT035 FEW040CB SCT090,0.31
VIDP,20251231 2330Z,52,50,94,90,9,MIFG TSRA,FEW035 FEW040CB SCT100,0.37
VIDP,20251231 2300Z,52,50,94,100,6,MIFG TSRA,FEW035 FEW040CB SCT100,0.37
VIDP,20251231 2230Z,52,50,94,140,4,MIFG MIFG,FEW035 SCT100,0.31
VIDP,20251231 2200Z,52,50,94,130,3,MIFG,FEW035 SCT100,0.31
VIDP,20251231 2130Z,52,50,94,160,4,MIFG,SCT100,0.31
VIDP,20251231 2100Z,52,50,94,130,6,MIFG,SCT100,0.31
VIDP,20251231 2030Z,54,52,94,110,7,MIFG,SCT100,0.31
VIDP,20251231 2000Z,54,52,94,120,7,MIFG,SCT100,0.31
VIDP,20251231 1930Z,54,52,94,140,6,MIFG,SCT100,0.31
VIDP,20251231 1900Z,54,52,94,120,7,MIFG,SCT100,0.31
VIDP,20251231 1830Z,54,52,94,110,6,MIFG,SCT100,0.31
VIDP,20251231 1800Z,54,52,94,100,5,MIFG,SCT100,0.31
VIDP,20251231 1730Z,52,50,94,120,5,MIFG,FEW100,0.31
VIDP,20251231 1700Z,52,50,94,120,5,MIFG FG,FEW100,0.31
VIDP,20251231 1630Z,52,50,94,120,5,MIFG FG,FEW100,0.31
VIDP,20251231 1600Z,52,50,94,120,4,MIFG FG,FEW100,0.31
VIDP,20251231 1530Z,52,50,94,120,4,MIFG,FEW100,0.37
VIDP,20251231 1500Z,52,50,94,110,5,MIFG MIFG,FEW100,0.43
VIDP,20251231 1430Z,52,50,94,100,6,MIFG MIFG,FEW100,0.5
VIDP,20251231 1400Z,52,50,94,110,5,MIFG MIFG,FEW100,0.56
VIDP,20251231 1330Z,54,50,88,100,6,BR,SCT100,0.62
VIDP,20251231 1300Z,54,50,88,90,6,BR,SCT100,0.62
VIDP,20251231 1230Z,54,50,88,90,8,BR,SCT100,0.68
VIDP,20251231 1200Z,55,50,82,100,8,BR,SCT100,0.68
VIDP,20251231 1130Z,55,50,82,100,8,BR,SCT100,0.68
VIDP,20251231 1100Z,55,50,82,100,8,BR,SCT100,0.68
VIDP,20251231 1030Z,55,50,82,100,8,BR,SCT100,0.68
VIDP,20251231 1000Z,55,50,82,100,9,BR,SCT100,0.68
VIDP,20251231 0930Z,55,50,82,100,8,BR,,0.68
VIDP,20251231 0900Z,55,50,82,100,7,BR,,0.62
VIDP,20251231 0830Z,55,50,82,100,7,BR,,0.62
VIDP,20251231 0800Z,55,50,82,100,7,MIFG,,0.56
VIDP,20251231 0730Z,54,50,88,100,7,MIFG,,0.56
VIDP,20251231 0700Z,54,50,88,90,7,MIFG,,0.56
VIDP,20251231 0630Z,54,50,88,90,7,MIFG,,0.5
VIDP,20251231 0600Z,52,50,94,90,7,MIFG MIFG,,0.43
VIDP,20251231 0530Z,52,50,94,110,6,MIFG MIFG,,0.37
VIDP,20251231 0500Z,52,50,94,110,6,MIFG,,0.37
VIDP,20251231 0430Z,52,50,94,110,6,MIFG MIFG,,0.31
VIDP,20251231 0400Z,52,50,94,120,5,FG MIFG,,0.25
VIDP,20251231 0330Z,50,50,100,120,6,FG,,0.25
VIDP,20251231 0300Z,50,50,100,120,5,FG FG,,0.16
VIDP,20251231 0230Z,50,50,100,100,5,FG,,0.09
VIDP,20251231 0200Z,50,50,100,110,5,FG FG,,0.03
VIDP,20251231 0130Z,50,50,100,90,4,FG,,0.03
VIDP,20251231 0100Z,50,50,100,80,5,FG,,0.03
VIDP,20251231 0030Z,50,50,100,90,3,FG,,0.03
VIDP,20251231 0000Z,50,50,100,110,3,FG,,0.03
VIDP,20251230 2330Z,50,50,100,VRB,2,FG,,0.03
VIDP,20251230 2300Z,50,50,100,90,3,FG,,0.03
VIDP,20251230 2230Z,48,48,100,90,5,FG,,0.03
VIDP,20251230 2200Z,48,48,100,VRB,2,FG FG,,0.12
VIDP,20251230 2130Z,48,48,100,100,3,FG FG,,0.12
VIDP,20251230 2100Z,48,48,100,90,3,MIFG FG,,0.37
VIDP,20251230 2030Z,50,48,93,VRB,2,MIFG MIFG,,0.43
VIDP,20251230 2000Z,50,48,93,90,3,MIFG MIFG,,0.56
VIDP,20251230 1930Z,50,48,93,100,3,BR MIFG,,0.68
VIDP,20251230 1900Z,50,48,93,VRB,2,BR,,0.68
VIDP,20251230 1830Z,50,48,93,VRB,2,BR,,0.68
VIDP,20251230 1800Z,50,48,93,VRB,2,BR MIFG,,0.68
VIDP,20251230 1730Z,52,48,87,VRB,2,BR MIFG,,0.68
VIDP,20251230 1700Z,52,48,87,0,0,BR MIFG,,0.75
VIDP,20251230 1630Z,54,50,88,VRB,2,BR,,0.81
VIDP,20251230 1600Z,54,50,88,50,3,BR BR,,1.18
VIDP,20251230 1530Z,55,50,82,VRB,2,BR,,1.3
VIDP,20251230 1500Z,55,50,82,0,0,BR,,1.43
VIDP,20251230 1430Z,55,50,82,320,3,BR,FEW100,1.43
VIDP,20251230 1400Z,57,50,77,0,0,HZ,FEW100,1.43
VIDP,20251230 1330Z,57,50,77,VRB,2,HZ,FEW100,1.55
VIDP,20251230 1300Z,59,50,72,VRB,2,HZ,FEW100,1.55
VIDP,20251230 1230Z,61,48,63,VRB,2,HZ,FEW100,1.55
VIDP,20251230 1200Z,64,46,52,280,3,HZ,FEW100,1.55
VIDP,20251230 1130Z,66,46,49,280,4,HZ,,1.55
VIDP,20251230 1100Z,66,46,49,270,4,HZ,,1.55
VIDP,20251230 1030Z,66,45,46,270,4,HZ,,1.55
VIDP,20251230 1000Z,66,46,49,260,4,HZ,,1.37
VIDP,20251230 0930Z,64,48,56,270,5,HZ,,1.24
VIDP,20251230 0900Z,64,52,64,260,4,FU HZ,,0.87
VIDP,20251230 0830Z,63,54,72,250,4,FU,,0.68
VIDP,20251230 0800Z,61,54,77,270,4,BR,,0.62
VIDP,20251230 0730Z,61,54,77,280,5,MIFG,FEW100,0.56
VIDP,20251230 0700Z,59,54,82,280,5,MIFG,FEW100,0.5
VIDP,20251230 0630Z,57,52,82,280,4,MIFG MIFG,FEW100,0.43
VIDP,20251230 0600Z,55,52,88,290,3,MIFG MIFG,,0.37
VIDP,20251230 0530Z,54,52,94,250,3,MIFG MIFG,,0.31
VIDP,20251230 0500Z,52,50,94,VRB,2,MIFG MIFG,,0.31
VIDP,20251230 0430Z,52,50,94,VRB,2,FG MIFG,,0.25
VIDP,20251230 0400Z,50,50,100,VRB,2,FG,,0.22
VIDP,20251230 0330Z,50,48,93,VRB,2,FG FG,,0.19
VIDP,20251230 0300Z,50,48,93,VRB,2,FG FG,,0.22
VIDP,20251230 0230Z,50,48,93,VRB,2,FG,,0.22
VIDP,20251230 0200Z,50,48,93,VRB,2,FG,,0.22
VIDP,20251230 0130Z,50,48,93,0,0,FG,,0.22
VIDP,20251230 0100Z,50,50,100,0,0,FG,,0.22
VIDP,20251230 0030Z,50,50,100,0,0,FG,,0.22
VIDP,20251230 0000Z,50,50,100,VRB,2,FG,,0.22
VIDP,20251229 2330Z,50,50,100,0,0,FG,,0.22
VIDP,20251229 2300Z,50,50,100,0,0,FG,,0.22
VIDP,20251229 2230Z,50,50,100,0,0,FG,,0.22
VIDP,20251229 2200Z,50,50,100,0,0,FG FG,,0.19
VIDP,20251229 2130Z,50,50,100,0,0,FG FG,,0.12
VIDP,20251229 2100Z,50,50,100,0,0,FG FG,,0.06
VIDP,20251229 2030Z,50,50,100,0,0,FG,,0.03
VIDP,20251229 2000Z,50,50,100,0,0,FG,,0.03
VIDP,20251229 1930Z,50,50,100,0,0,FG,,0.03
VIDP,20251229 1900Z,50,50,100,0,0,FG,,0.03
VIDP,20251229 1830Z,50,50,100,0,0,FG,,0.03
VIDP,20251229 1800Z,50,50,100,0,0,FG,,0.06
VIDP,20251229 1730Z,50,50,100,0,0,FG,,0.06
VIDP,20251229 1700Z,52,50,94,140,3,FG,,0.06
VIDP,20251229 1630Z,54,50,88,150,3,FG FG,,0.12
VIDP,20251229 1600Z,55,52,88,VRB,2,BCFG FG,,0.31
VIDP,20251229 1530Z,55,52,88,VRB,2,MIFG FG,,0.37
VIDP,20251229 1500Z,55,52,88,0,0,MIFG MIFG,,0.43
VIDP,20251229 1430Z,55,54,94,0,0,MIFG MIFG,,0.5
VIDP,20251229 1400Z,55,54,94,0,0,BR MIFG,,0.62
VIDP,20251229 1330Z,57,52,82,VRB,2,BR,,0.81
VIDP,20251229 1300Z,57,52,82,VRB,2,BR,,0.81
VIDP,20251229 1230Z,59,52,77,260,3,BR,,0.68
VIDP,20251229 1200Z,59,52,77,260,4,BR,,0.68
VIDP,20251229 1130Z,63,52,68,270,5,HZ,,0.81
VIDP,20251229 1100Z,64,52,64,270,5,HZ,,0.81
VIDP,20251229 1030Z,64,50,59,290,4,FU,,0.81
VIDP,20251229 1000Z,66,52,60,290,4,FU,,0.81
VIDP,20251229 0930Z,66,52,60,280,3,FU,,0.75
VIDP,20251229 0900Z,64,52,64,260,3,FU,FEW100,0.68
VIDP,20251229 0830Z,64,52,64,VRB,2,FU,FEW100,0.62
VIDP,20251229 0800Z,63,52,68,VRB,2,FU,FEW100,0.62
VIDP,20251229 0730Z,61,54,77,VRB,2,MIFG,FEW100,0.56
VIDP,20251229 0700Z,59,54,82,180,3,MIFG,FEW100,0.5
VIDP,20251229 0630Z,57,54,88,180,3,MIFG MIFG,FEW100,0.43
VIDP,20251229 0600Z,57,54,88,VRB,2,MIFG MIFG,,0.37
VIDP,20251229 0530Z,55,54,94,VRB,2,MIFG MIFG,,0.37
VIDP,20251229 0500Z,55,54,94,VRB,2,MIFG MIFG,,0.31
VIDP,20251229 0430Z,54,52,94,VRB,2,FG MIFG,,0.25
VIDP,20251229 0400Z,54,52,94,VRB,2,FG FG,,0.16
VIDP,20251229 0330Z,52,52,100,230,3,FG FG,,0.09
VIDP,20251229 0300Z,52,52,100,0,0,FG FG,,0.06
VIDP,20251229 0230Z,52,52,100,0,0,FG FG,,0.03
VIDP,20251229 0200Z,52,52,100,VRB,2,FG,,0.03
VIDP,20251229 0130Z,52,52,100,VRB,2,FG,,0.03
VIDP,20251229 0100Z,50,50,100,VRB,2,FG,,0.03
VIDP,20251229 0030Z,50,50,100,VRB,2,FG,,0.03
VIDP,20251229 0000Z,50,50,100,VRB,2,FG,,0.03
VIDP,20251228 2330Z,50,50,100,VRB,2,FG,,0.03
VIDP,20251228 2300Z,50,50,100,0,0,FG,,0.03
VIDP,20251228 2230Z,50,50,100,VRB,2,FG,,0.03
VIDP,20251228 2200Z,50,50,100,VRB,2,FG,,0.03
VIDP,20251228 2130Z,50,50,100,VRB,2,FG,,0.03
VIDP,20251228 2100Z,50,50,100,VRB,2,FG,,0.03
VIDP,20251228 2030Z,50,50,100,VRB,2,FG,,0.06
VIDP,20251228 2000Z,52,50,94,VRB,2,FG FG,,0.16
VIDP,20251228 1930Z,52,50,94,VRB,2,FG FG,,0.28
VIDP,20251228 1900Z,52,50,94,VRB,2,MIFG FG,,0.31
VIDP,20251228 1830Z,52,50,94,VRB,2,MIFG,,0.31
VIDP,20251228 1800Z,54,52,94,110,3,MIFG,,0.37
VIDP,20251228 1730Z,54,52,94,90,3,MIFG,,0.37
VIDP,20251228 1700Z,54,52,94,VRB,2,MIFG MIFG,,0.4
VIDP,20251228 1630Z,54,52,94,VRB,2,MIFG MIFG,,0.43
VIDP,20251228 1600Z,55,52,88,130,3,MIFG MIFG,,0.5
VIDP,20251228 1530Z,55,52,88,VRB,2,MIFG MIFG,,0.56
VIDP,20251228 1500Z,55,52,88,80,3,BR MIFG,,0.75
VIDP,20251228 1430Z,57,52,82,70,4,BR,,0.87
VIDP,20251228 1400Z,59,54,82,60,4,BR BR,,1.18
VIDP,20251228 1330Z,61,52,72,40,4,HZ,,1.37
VIDP,20251228 1300Z,63,52,68,0,0,HZ,,1.37
VIDP,20251228 1230Z,63,48,59,240,4,HZ,FEW100,1.37
